"ID","NAME_TH","APP_NAME_TH","NAME_EN","APP_NAME_EN","GROUP_TYPE_TH","GROUP_TYPE_EN","CATEGORY_TH","CATEGORY_EN","UNIT_TH","UNIT_EN"
P13043,มะนาว เบอร์ 1-2,มะนาว เบอร์ 1-2 ขายปลีก,Lime (No.1–2),Lime (No.1–2) Retail,ผักสด,Fresh Vegetable,ขายปลีก,Retail,"",""
P13044,มะนาว เบอร์ 3-4,มะนาว เบอร์ 3-4 ขายปลีก,Lime (No.3–4),Lime (No.3–4) Retail,ผักสด,Fresh Vegetable,ขายปลีก,Retail,"",""
P13045,ขิง อ่อน,ขิง อ่อน ขายปลีก,Young Ginger,Young Ginger Retail,ผักสด,Fresh Vegetable,ขายปลีก,Retail,"",""
P13046,ขิงแก่,ขิงแก่ ขายปลีก,Old Ginger,Old Ginger Retail,ผักสด,Fresh Vegetable,ขายปลีก,Retail,"",""
P13047,ผักคะน้า อินทรีย์ ร้านเลมอนฟาร์ม,ผักคะน้า อินทรีย์ ร้านเลมอนฟาร์ม ขายปลีก,Organic Chinese Kale (Lemon Farm),Organic Chinese Kale (Lemon Farm) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13048,ผักคะน้า อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,ผักคะน้า อินทรีย์ ท็อปซูเปอร์มาร์เก็ต ขายปลีก,Organic Chinese Kale (Tops Supermarket),Organic Chinese Kale (Tops Supermarket) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13049,ผักบุ้งจีน อินทรีย์ ร้านเลมอนฟาร์ม,ผักบุ้งจีน อินทรีย์ ร้านเลมอนฟาร์ม ขายปลีก,Organic Chinese Morning Glory (Lemon Farm),Organic Chinese Morning Glory (Lemon Farm) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13050,ผักบุ้งจีน อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,ผักบุ้งจีน อินทรีย์ ท็อปซูเปอร์มาร์เก็ต ขายปลีก,Organic Chinese Morning Glory (Tops Supermarket),Organic Chinese Morning Glory (Tops Supermarket) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13051,ผักกวางตุ้ง อินทรีย์ ร้านเลมอนฟาร์ม,ผักกวางตุ้ง อินทรีย์ ร้านเลมอนฟาร์ม ขายปลีก,Organic Choy Sum (Lemon Farm),Organic Choy Sum (Lemon Farm) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13052,ผักกวางตุ้ง อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,ผักกวางตุ้ง อินทรีย์ ท็อปซูเปอร์มาร์เก็ต ขายปลีก,Organic Choy Sum (Tops Supermarket),Organic Choy Sum (Tops Supermarket) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13053,ผักกาดหอม อินทรีย์ ร้านเลมอนฟาร์ม,ผักกาดหอม อินทรีย์ ร้านเลมอนฟาร์ม ขายปลีก,Organic Lettuce (Lemon Farm),Organic Lettuce (Lemon Farm) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13054,ผักกาดหอม อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,ผักกาดหอม อินทรีย์ ท็อปซูเปอร์มาร์เก็ต ขายปลีก,Organic Lettuce (Tops Supermarket),Organic Lettuce (Tops Supermarket) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13055,ผักกาดขาวปลี อินทรีย์ ร้านเลมอนฟาร์ม,ผักกาดขาวปลี อินทรีย์ ร้านเลมอนฟาร์ม ขายปลีก,Organic Napa Cabbage (Lemon Farm),Organic Napa Cabbage (Lemon Farm) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13056,ผักกาดขาวปลี อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,ผักกาดขาวปลี อินทรีย์ ท็อปซูเปอร์มาร์เก็ต ขายปลีก,Organic Napa Cabbage (Tops Supermarket),Organic Napa Cabbage (Tops Supermarket) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P14007,กล้วยน้ำว้า,กล้วยน้ำว้า ขายปลีก,Namwa Banana,Namwa Banana Retail,ผลไม้,Fruit,ขายปลีก,Retail,"",""
P13057,กะหล่ำปลี อินทรีย์ ร้านเลมอนฟาร์ม,กะหล่ำปลี อินทรีย์ ร้านเลมอนฟาร์ม ขายปลีก,Organic Cabbage (Lemon Farm),Organic Cabbage (Lemon Farm) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13058,กะหล่ำปลี อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,กะหล่ำปลี อินทรีย์ ท็อปซูเปอร์มาร์เก็ต ขายปลีก,Organic Cabbage (Tops Supermarket),Organic Cabbage (Tops Supermarket) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13059,กระชายขาว คละ,กระชายขาว คละ ขายปลีก,Fingerroot (Mixed Grade),Fingerroot (Mixed Grade) Retail,ผักสด,Fresh Vegetable,ขายปลีก,Retail,"",""
P13060,ผักชี อินทรีย์ ร้านเลมอนฟาร์ม,ผักชี อินทรีย์ ร้านเลมอนฟาร์ม ขายปลีก,Organic Cilantro (Lemon Farm),Organic Cilantro (Lemon Farm) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13061,ผักชี อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,ผักชี อินทรีย์ ท็อปซูเปอร์มาร์เก็ต ขายปลีก,Organic Cilantro (Tops Supermarket),Organic Cilantro (Tops Supermarket) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13062,ต้นหอม อินทรีย์ ร้านเลมอนฟาร์ม,ต้นหอม อินทรีย์ ร้านเลมอนฟาร์ม ขายปลีก,Organic Spring Onion (Lemon Farm),Organic Spring Onion (Lemon Farm) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13063,ต้นหอม อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,ต้นหอม อินทรีย์ ท็อปซูเปอร์มาร์เก็ต ขายปลีก,Organic Spring Onion (Tops Supermarket),Organic Spring Onion (Tops Supermarket) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13064,ขึ้นฉ่าย อินทรีย์ ร้านเลมอนฟาร์ม,ขึ้นฉ่าย อินทรีย์ ร้านเลมอนฟาร์ม ขายปลีก,Organic Celery (Lemon Farm),Organic Celery (Lemon Farm) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13065,ขึ้นฉ่าย อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,ขึ้นฉ่าย อินทรีย์ ท็อปซูเปอร์มาร์เก็ต ขายปลีก,Organic Celery (Tops Supermarket),Organic Celery (Tops Supermarket) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13066,มะเขือเจ้าพระยา อินทรีย์ ร้านเลมอนฟาร์ม,มะเขือเจ้าพระยา อินทรีย์ ร้านเลมอนฟาร์ม ขายปลีก,Organic Chao Phraya Eggplant (Lemon Farm),Organic Chao Phraya Eggplant (Lemon Farm) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13067,มะเขือเจ้าพระยา อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,มะเขือเจ้าพระยา อินทรีย์ ท็อปซูเปอร์มาร์เก็ต ขายปลีก,Organic Chao Phraya Eggplant (Tops Supermarket),Organic Chao Phraya Eggplant (Tops Supermarket) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13068,ถั่วฝักยาว อินทรีย์ ร้านเลมอนฟาร์ม,ถั่วฝักยาว อินทรีย์ ร้านเลมอนฟาร์ม ขายปลีก,Organic Yardlong Bean (Lemon Farm),Organic Yardlong Bean (Lemon Farm) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13069,ถั่วฝักยาว อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,"ถั่วฝักยาว อินทรีย์ ท็อปซูเปอร์มาร์เก็ต
  ขายปลีก",Organic Yardlong Bean (Tops Supermarket),Organic Yardlong Bean (Tops Supermarket) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13070,แตงกวา อินทรีย์ ร้านเลมอนฟาร์ม,แตงกวา อินทรีย์ ร้านเลมอนฟาร์ม ขายปลีก,Organic Cucumber (Lemon Farm),Organic Cucumber (Lemon Farm) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13071,แตงกวา อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,"แตงกวา อินทรีย์ ท็อปซูเปอร์มาร์เก็ต
  ขายปลีก",Organic Cucumber (Tops Supermarket),Organic Cucumber (Tops Supermarket) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13072,ฟักเขียว อินทรีย์ ร้านเลมอนฟาร์ม,ฟักเขียว อินทรีย์ ร้านเลมอนฟาร์ม ขายปลีก,Organic Winter Melon (Lemon Farm),Organic Winter Melon (Lemon Farm) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13073,ฟักเขียว อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,ฟักเขียว อินทรีย์ ท็อปซูเปอร์มาร์เก็ต ขายปลีก,Organic Winter Melon (Tops Supermarket),Organic Winter Melon (Tops Supermarket) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13074,พริกขี้หนูจินดา อินทรีย์ ร้านเลมอนฟาร์ม,พริกขี้หนูจินดา อินทรีย์ ร้านเลมอนฟาร์ม ขายปลีก,Organic Jinda Bird’s Eye Chili (Lemon Farm),Organic Jinda Bird’s Eye Chili (Lemon Farm) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13075,พริกขี้หนูจินดา อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,พริกขี้หนูจินดา อินทรีย์ ท็อปซูเปอร์มาร์เก็ต ขายปลีก,Organic Jinda Bird’s Eye Chili (Tops Supermarket),Organic Jinda Bird’s Eye Chili (Tops Supermarket) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13076,มะนาว อินทรีย์ ร้านเลมอนฟาร์ม,มะนาว อินทรีย์ ร้านเลมอนฟาร์ม ขายปลีก,Organic Lime (Lemon Farm),Organic Lime (Lemon Farm) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P13077,มะนาว อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,มะนาว อินทรีย์ ท็อปซูเปอร์มาร์เก็ต ขายปลีก,Organic Lime (Tops Supermarket),Organic Lime (Tops Supermarket) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
